"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","961622286241934","2023-04-21","10:30:00 AM","Friday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","GH+","13.16","0.00","13.16","0.00","0.00","1.32","0.00","14.48","-1.65","-1.32","0.00","-0.74","-1.32","0.00","9.45",,,,,,"0","Early",,
"Marketplace","411721815095390","2023-03-05","05:49:16 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","30.38","0.00","30.38","0.00","0.00","3.04","0.00","33.42","-3.80","-3.04","0.00","-1.32","-3.04","0.00","22.22","14","17","20","21","54","1","On-time",,
"Marketplace","742121796825648","2023-03-02","08:21:18 PM","Thursday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.48","0.00","25.48","0.00","0.00","2.55","0.00","28.03","-3.19","-2.55","0.00","-1.15","-2.55","0.00","18.59","11",,"7","11","21","0","On-time","5","We love El Faro 2! Food is delicious and we always receive it quickly."
"Marketplace","362621986271007","2023-03-21","08:02:09 PM","Tuesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","20.98","0.00","20.98","0.00","0.00","2.10","0.00","23.08","-2.62","-2.10","0.00","-1.00","-2.10","0.00","15.26","15",,"20","23","37","3","On-time",,
"Marketplace","204421931246449","2023-03-17","06:21:02 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","14.48","0.00","14.48","0.00","0.00","1.45","0.00","15.93","-1.81","-1.45","0.00","-0.79","-1.45","0.00","10.43","15","8","28","28","39","0","Early",,
"Marketplace","150321958319243","2023-03-18","07:00:31 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","36.15","0.00","36.15","0.00","0.00","3.62","0.00","39.77","-4.52","-3.62","0.00","-1.51","-3.62","0.00","26.50","15",,"10","13","36","0","On-time",,
"Marketplace","850221935206959","2023-03-17","02:17:24 PM","Friday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","11.74","0.00","11.74","0.00","0.00","1.17","0.00","12.91","-1.47","-1.17","0.00","-0.69","-1.17","0.00","8.41","15","3","9","11","13","0","Early",,
"Marketplace","055721845276153","2023-03-07","07:05:54 PM","Tuesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","8.25","0.00","8.25","0.00","0.00","0.83","0.00","9.08","-1.03","-0.83","0.00","-0.58","-0.83","0.00","5.81","11",,"10","12","22","1","On-time",,
"Marketplace","196421819007772","2023-03-04","06:10:20 PM","Saturday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","9.99","0.00","9.99","0.00","0.00","1.00","0.00","10.99","-1.25","-1.00","0.00","-0.64","-1.00","0.00","7.10","14",,"16","18","51","3","On-time",,
"Marketplace","233023807748805","2023-09-20","06:53:39 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.67","0.00","25.67","0.00","0.00","2.57","0.00","28.24","-3.21","-2.57","0.00","-1.16","-2.57","0.00","18.73","15",,"7","9","23","0","On-time","5",
"Marketplace","022323713359419","2023-09-10","08:47:54 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","31.48","0.00","31.48","0.00","0.00","3.15","0.00","34.63","-3.94","-3.15","0.00","-1.36","-3.15","0.00","23.03","15","11","31","37","57","7","On-time",,
"Marketplace","006223736855469","2023-09-13","02:51:13 PM","Wednesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","32.96","0.00","32.96","0.00","0.00","3.30","0.00","36.26","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.13","15","15","51","52","75","1","On-time",,
"Marketplace","348823759232415","2023-09-15","10:35:58 AM","Friday","10 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.24","0.00","13.24","0.00","0.00","1.32","0.00","14.56","-1.66","-1.32","0.00","-0.74","-1.32","0.00","9.52","15","8","9","10","18","0","Early",,
"Marketplace","086423668564697","2023-09-05","09:01:57 PM","Tuesday","9 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","10.48","0.00","10.48","0.00","0.00","1.05","0.00","11.53","-1.31","-1.05","0.00","-0.65","-1.05","0.00","7.47","15",,"13","14","30","0","On-time",,
"Marketplace","017823665909771","2023-09-06","05:20:51 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","20.08","0.00","20.08","0.00","0.00","2.01","0.00","22.09","-2.51","-2.01","0.00","-0.97","-2.01","0.00","14.59","15","7","19","19","22","0","Early",,
"Marketplace","119823620504432","2023-09-01","07:13:56 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.99","0.00","18.99","0.00","0.00","1.90","0.00","20.89","-2.37","-1.90","0.00","-0.94","-1.90","0.00","13.78","15","11","15","15","29","0","On-time",,
"Marketplace","591923034435167","2023-07-05","04:25:20 PM","Wednesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.69","0.00","17.69","0.00","0.00","1.77","0.00","19.46","-2.21","-1.77","0.00","-0.89","-1.77","0.00","12.82","15","5","26","27","48","1","Early","4",
"Marketplace","877523197791634","2023-07-21","06:27:33 PM","Friday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","61.31","0.00","61.31","0.00","0.00","6.13","0.00","67.44","-7.66","-6.13","0.00","-2.36","-6.13","0.00","45.16","15",,"10","12","23","0","On-time","5",
"Marketplace","721923073247563","2023-07-09","04:54:16 PM","Sunday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.48","0.00","22.48","0.00","0.00","2.25","0.00","24.73","-2.81","-2.25","0.00","-1.05","-2.25","0.00","16.37","15","8","17","18","22","1","Early","5","Good food, good prices"
"Marketplace","984623091819814","2023-07-11","05:55:04 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","33.14","0.00","33.14","0.00","0.00","3.31","0.00","36.45","-4.14","-3.31","0.00","-1.41","-3.31","0.00","24.28","15","8","10","12","51","0","Early",,
"Marketplace","001423098497169","2023-07-11","11:47:34 AM","Tuesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.95","0.00","12.95","0.00","0.00","1.30","0.00","14.25","-1.62","-1.30","0.00","-0.73","-1.30","0.00","9.30","15","4","14","15","19","0","Early",,
"Marketplace","301823283435143","2023-07-30","12:08:21 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","34.98","0.00","34.98","0.00","0.00","3.50","0.00","38.48","-4.37","-3.50","0.00","-1.47","-3.50","0.00","25.64","15","6","10","11","43","0","Early",,
"Marketplace","794324453212615","2023-11-24","02:31:35 PM","Friday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.23","0.00","17.23","0.00","0.00","1.72","0.00","18.95","-2.15","-1.72","0.00","-0.88","-1.72","0.00","12.48","15","3","6","6","26","0","Early",,
"Marketplace","793624501709824","2023-11-29","12:08:17 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","13.97","0.00","13.97","0.00","0.00","1.40","0.00","15.37","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.05","15","4","8","10","13","0","Early",,
"Marketplace","698024314849760","2023-11-10","05:19:26 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","50.06","0.00","50.06","0.00","0.00","5.01","0.00","55.07","-6.26","-5.01","0.00","-1.98","-5.01","0.00","36.81","15","15","19","22","28","3","On-time",,
"Marketplace","078824256180405","2023-11-04","02:25:18 PM","Saturday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","13.98","0.00","13.98","0.00","0.00","1.40","0.00","15.38","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.06","15","7","56","56","84","0","Early",,
"Marketplace","442023551799221","2023-08-25","08:13:08 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","23.99","0.00","23.99","0.00","0.00","2.40","0.00","26.39","-3.00","-2.40","0.00","-1.10","-2.40","0.00","17.49","15",,"9","15","30","0","On-time",,
"Marketplace","048223531431235","2023-08-24","12:21:33 PM","Thursday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","15.23","0.00","15.23","0.00","0.00","1.52","0.00","16.75","-1.90","-1.52","0.00","-0.81","-1.52","0.00","11.00","15","14","14","14","29","0","On-time",,
"Marketplace","578524058627214","2023-10-14","07:31:01 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","37.31","0.00","37.31","0.00","0.00","3.73","0.00","41.04","-4.66","-3.73","0.00","-1.55","-3.73","0.00","27.37","15","10","10","12","35","0","On-time",,
