"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","082023894287533","2023-09-29","05:25:00 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","24.16","0.00","24.16","0.00","0.00","2.42","0.00","26.58","-3.02","-2.42","0.00","-1.11","-2.42","0.00","17.61","15","12","17","18","53","0","On-time",,
"Marketplace","261424568110444","2023-12-05","04:52:03 PM","Tuesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","12.24","0.00","12.24","0.00","0.00","1.22","0.00","13.46","-1.53","-1.22","0.00","-0.71","-1.22","0.00","8.78","15","7","13","14","23","0","Early",,
"Marketplace","455024812556446","2023-12-30","05:47:11 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","8.49","0.00","8.49","0.00","0.00","0.85","0.00","9.34","-1.06","-0.85","0.00","-0.58","-0.85","0.00","6.00","12","13","20","20","38","1","On-time",,
"Marketplace","344824788945257","2023-12-27","05:16:20 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","19.22","0.00","19.22","0.00","0.00","1.92","0.00","21.14","-2.40","-1.92","0.00","-0.94","-1.92","0.00","13.96","10","3","11","11","20","1","Early","5",
"Marketplace","793624501734734","2023-11-29","11:00:45 AM","Wednesday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","12.49","0.00","12.49","0.00","0.00","1.25","0.00","13.74","-1.56","-1.25","0.00","-0.72","-1.25","0.00","8.96","15","4","13","14","26","0","Early",,
"Marketplace","152424459860304","2023-11-24","12:45:17 PM","Friday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","22.71","0.00","22.71","0.00","0.00","2.27","0.00","24.98","-2.84","0.00","0.00","-1.06","-2.27","0.00","18.81","15","9",,,,,"Early",,
"Marketplace","794324463208761","2023-11-25","05:28:02 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","22.48","0.00","22.48","0.00","0.00","2.25","0.00","24.73","-2.81","-2.25","0.00","-1.05","-2.25","0.00","16.37","15",,"13","15","31","0","On-time",,
"Marketplace","745524464286602","2023-11-25","05:29:45 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","non GH+","22.95","0.00","22.95","0.00","0.00","2.30","0.00","25.25","-2.87","0.00","0.00","-1.07","-2.30","0.00","19.01","15","16",,,,,"On-time",,
"Marketplace","652624182067150","2023-10-27","08:02:33 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","18.98","0.00","18.98","0.00","0.00","1.90","0.00","20.88","-2.37","-1.90","0.00","-0.94","-1.90","0.00","13.77","15",,"19","19","32","0","On-time",,
"Marketplace","401924030701955","2023-10-13","01:50:34 PM","Friday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","16.97","0.00","16.97","0.00","0.00","1.70","0.00","18.67","-2.12","-1.70","0.00","-0.87","-1.70","0.00","12.28",,,,,,,"Unable to Determine",,
"Marketplace","935524088400480","2023-10-18","06:15:20 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Group Order","ASAP","Grubhub Delivery","No","Returning","non GH+","30.71","0.00","30.71","0.00","0.00","3.07","0.00","33.78","-3.84","-3.07","0.00","-1.33","-3.07","0.00","22.47","15",,"12","18","46","3","On-time",,
"Marketplace","385421375325958","2023-01-20","05:07:08 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","8.74","0.00","8.74","0.00","0.00","0.87","0.00","9.61","-1.09","-0.87","0.00","-0.59","-0.87","0.00","6.19","15",,"18","20","30","1","On-time",,
"Marketplace","840321415082559","2023-01-24","01:51:21 PM","Tuesday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","20.46","0.00","20.46","0.00","0.00","2.05","0.00","22.51","-2.56","-2.05","0.00","-0.99","-2.05","0.00","14.86","15",,"5","7","19","0","On-time",,
"Marketplace","776421450410161","2023-01-28","04:30:00 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","non GH+","22.96","0.00","22.96","0.00","0.00","2.30","0.00","25.26","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.72",,,,,,"0","Early",,
"Marketplace","711621323404996","2023-01-14","08:52:29 PM","Saturday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.25","0.00","25.25","0.00","0.00","2.53","0.00","27.78","-3.16","-2.53","0.00","-1.15","-2.53","0.00","18.41","15","9","14","15","18","0","Early","5","Great food, quick service"
"Marketplace","020021315674464","2023-01-13","07:35:41 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","35.79","0.00","35.79","0.00","0.00","3.58","0.00","39.37","-4.47","-3.58","0.00","-1.50","-3.58","0.00","26.24","15",,"7","11","20","0","On-time",,
"Marketplace","581723458776181","2023-08-16","05:09:58 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","17.49","0.00","17.49","0.00","0.00","1.75","0.00","19.24","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.66","15","8","9","12","32","0","Early",,
"Marketplace","996523486205748","2023-08-18","07:07:03 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","32.21","0.00","32.21","0.00","0.00","3.22","0.00","35.43","-4.03","-3.22","0.00","-1.38","-3.22","0.00","23.58","15",,"16","23","27","7","Late",,
"Marketplace","722623486351761","2023-08-18","07:49:05 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.98","0.00","16.98","0.00","0.00","1.70","0.00","18.68","-2.12","-1.70","0.00","-0.87","-1.70","0.00","12.29","15","7","9","9","33","0","Early",,
"Marketplace","896723557019999","2023-08-25","07:28:30 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.74","0.00","20.74","0.00","0.00","2.07","0.00","22.81","-2.59","-2.07","0.00","-1.00","-2.07","0.00","15.08","15","5","8","8","33","0","Early",,
"Marketplace","718623491528223","2023-08-20","01:22:58 PM","Sunday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","16.00","0.00","16.00","0.00","0.00","1.60","0.00","17.60","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.56","15",,"7","8","24","0","On-time",,
"Marketplace","202223588350188","2023-08-29","06:20:45 PM","Tuesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","19.73","0.00","19.73","0.00","0.00","1.97","0.00","21.70","-2.47","-1.97","0.00","-0.96","-1.97","0.00","14.33","15","13","18","18","41","0","On-time",,
"Marketplace","242023325584309","2023-08-03","05:24:57 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.95","0.00","22.95","0.00","0.00","2.30","0.00","25.25","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.71","15","7","18","24","31","6","Early",,
"Marketplace","020124606411114","2023-12-08","07:51:59 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.21","0.00","18.21","0.00","0.00","1.82","0.00","20.03","-2.28","-1.82","0.00","-0.91","-1.82","0.00","13.20","15",,"10","17","27","2","On-time",,
"Marketplace","031024598858367","2023-12-07","06:54:40 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","36.72","0.00","36.72","0.00","0.00","3.67","0.00","40.39","-4.59","-3.67","0.00","-1.53","-3.67","0.00","26.93","15",,"20","25","72","6","Late",,
"Marketplace","094424720838110","2023-12-21","04:23:26 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","39.44","0.00","39.44","0.00","0.00","3.94","0.00","43.38","-4.93","-3.94","0.00","-1.62","-3.94","0.00","28.95","13","0","18","20","28","1","Early",,
"Marketplace","353024595719023","2023-12-07","06:50:47 PM","Thursday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.69","0.00","27.69","0.00","0.00","2.77","0.00","30.46","-3.46","-2.77","0.00","-1.23","-2.77","0.00","20.23","15","10","10","11","16","0","On-time",,
"Marketplace","921824644537404","2023-12-13","03:46:18 PM","Wednesday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","New","non GH+","38.94","0.00","38.94","0.00","0.00","3.89","0.00","42.83","-4.87","0.00","0.00","-1.61","-3.89","0.00","32.46","20","15",,,,,"On-time",,
"Marketplace","132724813166676","2023-12-30","03:52:25 PM","Saturday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","34.47","0.00","34.47","0.00","0.00","3.45","0.00","37.92","-4.31","-3.45","0.00","-1.46","-3.45","0.00","25.25","11",,"15","17","36","1","On-time","5",
"Marketplace","872624739072219","2023-12-21","08:28:22 PM","Thursday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.39","0.00","19.39","0.00","0.00","1.94","0.00","21.33","-2.42","-1.94","0.00","-0.95","-1.94","0.00","14.08","12","7","11","12","21","0","On-time","5",
"Marketplace","048822979292102","2023-06-29","05:35:05 PM","Thursday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","57.68","0.00","57.68","0.00","0.00","5.77","0.00","63.45","-7.21","-5.77","0.00","-2.24","-5.77","0.00","42.46","15",,"11","19","45","4","On-time",,
"Marketplace","866822963398796","2023-06-28","12:25:16 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","17.95","0.00","17.95","0.00","0.00","1.80","0.00","19.75","-2.24","-1.80","0.00","-0.90","-1.80","0.00","13.01","15","9","10","14","18","0","Early",,
"Marketplace","752122785364948","2023-06-09","07:42:37 PM","Friday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","21.23","0.00","21.23","0.00","0.00","2.12","0.00","23.35","-2.65","-2.12","0.00","-1.01","-2.12","0.00","15.45","15",,"11","12","41","0","On-time","5",
"Marketplace","727022783158841","2023-06-10","05:35:41 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","36.94","0.00","36.94","0.00","0.00","3.69","0.00","40.63","-4.62","-3.69","0.00","-1.54","-3.69","0.00","27.09","15","18","26","26","48","0","On-time",,
"Marketplace","652822750474807","2023-06-07","12:37:10 PM","Wednesday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","20.49","0.00","20.49","0.00","0.00","2.05","0.00","22.54","-2.56","-2.05","0.00","-0.99","-2.05","0.00","14.89","15","26","37","38","54","1","Late",,
"Marketplace","488321807202010","2023-03-04","05:30:00 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","Scheduled","Grubhub Delivery","No","Returning","non GH+","32.97","0.00","32.97","0.00","0.00","3.30","0.00","36.27","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.14",,,,,,"0","Early","5",
"Marketplace","353621868495804","2023-03-09","07:03:20 PM","Thursday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","22.97","0.00","22.97","0.00","0.00","2.30","0.00","25.27","-2.87","-2.30","0.00","-1.07","-2.30","0.00","16.73","11",,"12","13","25","1","On-time",,
"Marketplace","279422060579996","2023-03-29","08:19:08 PM","Wednesday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","15.34","0.00","15.34","0.00","0.00","1.53","0.00","16.87","-1.92","-1.53","0.00","-0.81","-1.53","0.00","11.08","15","6","8","9","13","0","Early",,
"Marketplace","279422040598523","2023-03-28","05:28:58 PM","Tuesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","20.99","0.00","20.99","0.00","0.00","2.10","0.00","23.09","-2.62","-2.10","0.00","-1.00","-2.10","0.00","15.27","15",,"11","17","25","2","On-time",,
"Marketplace","192522868695720","2023-06-18","12:03:32 PM","Sunday","12 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.21","0.00","27.21","0.00","0.00","2.72","0.00","29.93","-3.40","-2.72","0.00","-1.21","-2.72","0.00","19.88","15","15","15","24","31","8","On-time",,
"Marketplace","783622702328629","2023-06-02","11:00:27 AM","Friday","11 AM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.46","0.00","19.46","0.00","0.00","1.95","0.00","21.41","-2.43","-1.95","0.00","-0.95","-1.95","0.00","14.13","15","7","10","11","41","0","Early","5",
"Marketplace","380622848861086","2023-06-16","05:37:48 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.07","0.00","14.07","0.00","0.00","1.41","0.00","15.48","-1.76","-1.41","0.00","-0.77","-1.41","0.00","10.13","15","7","8","9","18","0","Early",,
"Marketplace","369322785740501","2023-06-09","08:21:11 PM","Friday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","17.87","0.00","17.87","0.00","0.00","1.79","0.00","19.66","-2.23","-1.79","0.00","-0.90","-1.79","0.00","12.95","15",,"7","8","47","0","On-time",,
"Marketplace","774523380697401","2023-08-09","06:17:15 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","19.71","0.00","19.71","0.00","0.00","1.97","0.00","21.68","-2.46","-1.97","0.00","-0.96","-1.97","0.00","14.32","15","4","17","17","42","1","Early","4",
"Marketplace","808723580074691","2023-08-29","01:15:17 PM","Tuesday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","15.99","0.00","15.99","0.00","0.00","1.60","0.00","17.59","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.55","15",,"10","11","27","0","On-time",,
"Marketplace","912423456125362","2023-08-16","05:52:42 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.98","0.00","14.98","0.00","0.00","1.50","0.00","16.48","-1.87","-1.50","0.00","-0.80","-1.50","0.00","10.81","15","12","19","22","25","3","On-time",,
"Marketplace","286123551481420","2023-08-26","05:31:13 PM","Saturday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","32.97","0.00","32.97","0.00","0.00","3.30","0.00","36.27","-4.12","-3.30","0.00","-1.41","-3.30","0.00","24.14","15",,"17","19","26","2","On-time",,
"Marketplace","208423490113453","2023-08-20","06:25:05 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","16.96","0.00","16.96","0.00","0.00","1.70","0.00","18.66","-2.12","-1.70","0.00","-0.87","-1.70","0.00","12.27","15","8","25","25","40","0","Early",,
"Marketplace","179821466718336","2023-01-28","07:04:34 PM","Saturday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.47","0.00","18.47","0.00","0.00","1.85","0.00","20.32","-2.31","-1.85","0.00","-0.92","-1.85","0.00","13.39","15","8","9","10","17","0","Early","5",
"Marketplace","148221242025015","2023-01-07","04:07:28 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","18.90","0.00","18.90","0.00","0.00","1.89","0.00","20.79","-2.36","-1.89","0.00","-0.93","-1.89","0.00","13.72","15",,"10","13","28","0","On-time",,
"Marketplace","619221362039251","2023-01-19","04:17:21 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Loyal","GH+","19.98","0.00","19.98","0.00","0.00","2.00","0.00","21.98","-2.50","0.00","0.00","-0.97","-2.00","0.00","16.51","15","17",,,,,"On-time",,
"Marketplace","677421229308932","2023-01-05","04:07:35 PM","Thursday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Pick-Up","No","Returning","GH+","29.47","0.00","29.47","0.00","0.00","2.95","0.00","32.42","-3.68","0.00","0.00","-1.29","-2.95","0.00","24.50","15","94",,,,,"Late",,
"Marketplace","844423715865561","2023-09-10","07:31:23 PM","Sunday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.24","0.00","16.24","0.00","0.00","1.62","0.00","17.86","-2.03","-1.62","0.00","-0.84","-1.62","0.00","11.75","15","16","20","21","32","1","On-time",,
"Marketplace","109523744799947","2023-09-13","07:23:24 PM","Wednesday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","15.97","0.00","15.97","0.00","0.00","1.60","0.00","17.57","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.53","15","8","12","13","16","0","Early",,
"Marketplace","889923020615714","2023-07-04","02:07:23 PM","Tuesday","2 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","11.74","0.00","11.74","0.00","0.00","1.17","0.00","12.91","-1.47","-1.17","0.00","-0.69","-1.17","0.00","8.41","15","7","15","19","31","4","Early",,
"Marketplace","192423065350640","2023-07-08","01:24:22 PM","Saturday","1 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.97","0.00","25.97","0.00","0.00","2.60","0.00","28.57","-3.25","-2.60","0.00","-1.17","-2.60","0.00","18.95","15",,"6","9","52","0","On-time",,
"Marketplace","938523284897162","2023-07-30","05:32:37 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","24.71","0.00","24.71","0.00","0.00","2.47","0.00","27.18","-3.09","-2.47","0.00","-1.13","-2.47","0.00","18.02","15",,"11","16","37","1","On-time",,
"Marketplace","187323222641601","2023-07-23","08:38:58 PM","Sunday","8 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","25.21","0.00","25.21","0.00","0.00","2.52","0.00","27.73","-3.15","-2.52","0.00","-1.15","-2.52","0.00","18.39","15","4","9","10","16","0","Early","5",
"Marketplace","471923257170389","2023-07-27","03:40:15 PM","Thursday","3 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.97","0.00","15.97","0.00","0.00","1.60","0.00","17.57","-2.00","-1.60","0.00","-0.84","-1.60","0.00","11.53","15","7","30","30","57","0","Early",,
"Marketplace","975723245475032","2023-07-26","05:58:44 PM","Wednesday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","43.45","0.00","43.45","0.00","0.00","4.35","0.00","47.80","-5.43","-4.35","0.00","-1.76","-4.35","0.00","31.91","15",,"11","13","45","0","On-time",,
"Marketplace","108223169182541","2023-07-18","04:56:11 PM","Tuesday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","30.73","0.00","30.73","0.00","0.00","3.07","0.00","33.80","-3.84","-3.07","0.00","-1.33","-3.07","0.00","22.49","15",,"13","18","26","3","On-time",,
"Marketplace","784623075441039","2023-07-09","05:25:40 PM","Sunday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","22.50","0.00","22.50","0.00","0.00","2.25","0.00","24.75","-2.81","-2.25","0.00","-1.05","-2.25","0.00","16.39","15","7","9","11","18","0","Early",,
"Marketplace","425223008808893","2023-07-02","06:35:27 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","51.36","0.00","51.36","0.00","0.00","5.14","0.00","56.50","-6.42","-5.14","0.00","-2.02","-5.14","0.00","37.78","15",,"21","23","31","1","On-time",,
"Marketplace","918423240225568","2023-07-26","06:02:12 PM","Wednesday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","22.93","0.00","22.93","0.00","0.00","2.29","0.00","25.22","-2.87","-2.29","0.00","-1.07","-2.29","0.00","16.70","15","14","14","20","33","5","On-time",,
"Marketplace","910223121542268","2023-07-14","05:08:56 PM","Friday","5 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","17.50","0.00","17.50","0.00","0.00","1.75","0.00","19.25","-2.19","-1.75","0.00","-0.89","-1.75","0.00","12.67","15","7","34","34","50","0","Early",,
"Marketplace","761323225986807","2023-07-23","07:31:42 PM","Sunday","7 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","18.71","0.00","18.71","0.00","0.00","1.87","0.00","20.58","-2.34","-1.87","0.00","-0.93","-1.87","0.00","13.57","15",,"12","13","18","0","On-time",,
"Marketplace","888723219749640","2023-07-23","06:10:24 PM","Sunday","6 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","20.70","0.00","20.70","0.00","0.00","2.07","0.00","22.77","-2.59","-2.07","0.00","-0.99","-2.07","0.00","15.05","15",,"17","21","25","3","On-time",,
"Marketplace","909323136040690","2023-07-15","04:20:32 PM","Saturday","4 PM","America/Chicago","2033698",,"El Faro 2","3422 S Harlem Ave  ","Riverside","IL","60546",,"Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","13.99","0.00","13.99","0.00","0.00","1.40","0.00","15.39","-1.75","-1.40","0.00","-0.77","-1.40","0.00","10.07","15","3","8","11","22","0","Early",,
